label_type,metric,label,avg,total_items,overlap_total
distinct_skills,exact_ratio,review1,0.3892857142857143,41,11
distinct_skills,exact_ratio,review2,0.38690476190476186,29,11
distinct_skills,bm25_ratio,review1,0.7571428571428571,41,24
distinct_skills,bm25_ratio,review2,0.75,29,24
distinct_skills,embed_ratio,review1,0.7535714285714287,41,24
distinct_skills,embed_ratio,review2,0.7678571428571429,29,25
distinct_skills,hybrid_ratio,review1,0.8964285714285715,41,27
distinct_skills,hybrid_ratio,review2,0.875,29,27
distinct_skills,merge_exact_ratio,review1,0.3892857142857143,41,11
distinct_skills,merge_exact_ratio,review2,0.38690476190476186,29,11
distinct_skills,merge_bm25_ratio,review1,0.7571428571428571,40,23
distinct_skills,merge_bm25_ratio,review2,0.75,28,23
distinct_skills,merge_embed_ratio,review1,0.7535714285714287,41,24
distinct_skills,merge_embed_ratio,review2,0.7678571428571429,28,24
distinct_skills,merge_hybrid_ratio,review1,0.8964285714285715,40,26
distinct_skills,merge_hybrid_ratio,review2,0.875,28,26
