id,headline,description,skills_list,skill_type,skill_count
b54108a3dd2579302d8492eaeb2057499a68ca60,Vass reporter sökes till Motormagasinet,"Vill du vara med och vässa fordonsbranschens ledande tidning? Motormagasinet söker en vikarierande reporter som kan komplettera vårt redaktionella team. Vi söker dig med journalistisk erfarenhet som har ett öga för digital publicering. Du ska kunna uttrycka dig väl i text, hantera en kamera och känna dig bekväm med att jobba med sociala medier och ibland även med rörlig bild. Du ska kunna växla mellan att skriva snabba nyheter och att göra fördjupande reportage. Du jobbar under eget ansvar, samtidigt nära dina kollegor och ska ha lätt för att samarbeta. Vi utgår ifrån att du vill ta egna initiativ, dela med dig av goda idéer, är öppen för att testa nytt och vill utveckla journalistiken tillsammans med kollegorna på redaktionen. Relevant utbildning och/eller erfarenhet är en fördel, intresse för branschen nödvändigt. Körkort är ett krav. Tjänsten är ett föräldravikariat på sex månader. Helst vill vi ha dig på plats den 1 februari. Lön efter överenskommelse. Placering: Kontoret i Solna, på plats. Urval och intervjuer sker löpande, och tjänsten tillsätts när vi hittat rätt person. Skicka cv och ansökan så snart som möjligt till **** och skriv Reporter Motormagasinet i ämnesraden. Tidningen vänder sig till bilverkstäder, bensinstationer, bilhandel och fordonsindustri samt företag och organisationer med anknytning till motorbranschen. Motormagasinet ingår i Nordiske Medier som är Nordens största renodlade B2B-förlag. Bolaget har 220 anställda i Danmark, Sverige och Norge. I verksamheten ingår ett 50-tal webbpublikationer och nyhetsbrev, 30-talet papperstidningar samt ett stort antal event. Läs mer om oss på www.nordiskemedier.se och www.motormagasinet.se",['intresse för branschen nödvändigt'],distinct_skills,1
516554ec21763514f02a94514d00062219e1318f,Reporter till NSD,"Vill du jobba och växa på en framåtlutad och livfull redaktion? Då är NSD platsen för dig! Nu söker vi en reporter till vår redaktion i Kalix. Ditt uppdrag blir att bevaka kommunerna Övertorneå och Haparanda. Här får du rapportera om allt från lokala nyhetshändelser till de större sammanhangen som påverkar hela Norrbotten. Vi söker dig som har en vass nyhetsnäsa och viljan att berätta storys på kreativa och nytänkande sätt. Vi sätter alltid läsaren, tittaren eller lyssnaren först och utgår alltid från vilka frågor och ämnen som är relevanta för dem. Hos NSD blir du en viktig del av en driven redaktion som jobbar nära våra läsare – de är våra viktigaste uppdragsgivare. Vi kan erbjuda dig en spännande vardag där ingen dag är den andra lik och där kreativitet och samarbete står i fokus. NSD har lokalkontor på flera orter i Norrbotten och ansvarig chef sitter vid nyhetsdesken i Luleå. Vi har ett gemensamt digitalt möte varje dag och nära till varandra – trots avstånden. Tillsammans arbetar vi för att varje dag ge våra läsare den bästa journalistiken. För att trivas i rollen ser vi att du är nyfiken, har lätt att ta kontakt med människor och tycker om att undersöka och gräva efter den bästa storyn. Du gillar att jobba i en händelsestyrd vardag där oplanerade arbetsuppgifter inträffar, allt för att fånga de viktigaste nyheter för våra läsare. Det är till fördel om du har journalistutbildning och har jobbat som journalist, men även annan arbetslivserfarenhet kan vara relevant. Du har ett eget idéarbete och är stilistiskt skicklig både i text och video. Du kan hantera såväl bild som direktrapporteringar och sociala medier. Du har god förmåga att knyta kontakter och skapa förtroende hos både intervjupersoner och våra läsare. B-körkort är ett krav då det förekommer bilkörning i tjänsten. Vi är en värderingsstyrd koncern som eftersträvar jämställdhet och mångfald och värdesätter därför sökande med olika bakgrund och erfarenheter. För att säkerställa en trygg och säker arbetsplats genomför vi som en del av vår rekryteringsprocess bakgrundsanalyser på utvalda kandidater. Vi söker dig som: - Har ett stort engagemang och en vilja att ständigt utvecklas som journalist. - Trivs med ett självständigt jobb och van att arbeta mot olika kanaler. - Är analytisk och lyhörd för vad våra läsare efterfrågar, med målet att leverera journalistik som både uppdaterar och berör läsaren. - Vill bidra till NSD:s arbete för jämställd rapportering och strävan att nå nya målgrupper. - Erfarenhet av redaktionellt arbete. - Journalistutbildning NTM Media är ett av Sveriges största bolag för lokal media. Kärnan i vår verksamhet är en fri och oberoende journalistik som skapar lokal samhällsnytta och värnar demokrati. Vi levererar lokala nyheter idag för ett bättre samhälle imorgon. Vårt bolag består har två delar; vår redaktionella verksamhet och vår kommersiella säljorganisation. Den gemensamma grunden är vår lokalkännedom. NTM Media ägs av NTM, en stiftelseägd koncern med hjärtat i den lokala journalistiken. Vi har inga kortsiktiga avkastningskrav, vilket gör att vi kan agera långsiktigt med främsta syfte att bedriva publicistisk verksamhet. Läs mer om vår koncern på ntm.se. Vi har höga ambitioner i vårt dagliga arbete och som arbetsgivare. Vi arbetar aktivt med vår arbetsmiljö, kompetens och ledarskap för att skapa en välmående verksamhet. Vi värdesätter mångfald och utvecklas genom att ta vara på våra medarbetares skilda erfarenheter och perspektiv, men vi samlas under en gemensam värdegrund: Vi är lyhörda, målinriktade och nyfikna och därför snabba till förändring. Vi har en positiv anda och vi är förlåtande, toleranta och inkluderande","['annan arbetslivserfarenhet', 'bevaka kommunerna Övertorneå och Haparanda', 'rapportera om allt från lokala nyhetshändelser till de större sammanhangen som påverkar hela Norrbotten']",distinct_skills,3
63ea240ddc499c93ea47507b6517e502bcce3985,Sommarvikarier till Sydöstran,"Med lokal journalistik och opinionsbildning vill vi vara betydelsefulla för människorna, föreningarna och näringslivet i det lokala samhället. Vi är stolta över vårt uppdrag: att hålla demokratin levande och aktiv. Vi söker dig som vill jobba som journalist på Sydöstran i Blekinge! Vi har redaktioner i Karlskrona, Ronneby, Karlshamn, Olofström och Sölvesborg. Arbetsuppgifter Vill du ha ett varierande och spännande sommarjobb? Tveka inte, sök nu! Arbetet är mångsidigt och i dina uppgifter ingår bland annat att producera journalistiskt innehåll som nyhetsartiklar och reportage. Du ska även vara beredd på att hantera vår webb samt sociala medier. Du ska ha god allmänbildning och bra koll på hur samhället fungerar. Vi förväntar oss även att du har god känsla för vilka frågor som är viktiga för människor som lever i Blekinge, inte minst för dem under 40 år. Kvalifikationer Vi ser att du har goda kunskaper i svenska språket samt påbörjad/avslutad journalistutbildning och/eller erfarenhet av redaktionellt arbete. Du är en driven, kreativ och en självständig person samtidigt som du trivs med att arbeta mot gemensamma mål tillsammans med hela redaktionen. Som person är du också kreativ, nyfiken samt stresstålig och kan ta egna intiativ då du jobbar mot deadlines. Du har även en god planeringsförmåga, är ansvarstagande och har ett genuint intresse för den tjänst du söker. Du har goda kunskaper om samhället och en god förmåga att strukturera journalistiskt material. Bifogat i din ansökan CV Personligt brev Referenser B-körkort Önskad arbetsort Arbetstider Arbetstiderna innebär tjänstgöring på dagtid och/eller kvällar och helger. Vi undanber oss vänligt alla erbjudanden om annonserings- och rekryteringshjälp i samband med denna annons.","['god känsla för vilka frågor som är viktiga för människor som lever i Blekinge, inte minst för dem under 40 år']",distinct_skills,1
8375af03a2bb2abcf3646ca385cb25224aeff0dd,Sommarvikariat till BT:s ledarredaktion,"Beskrivning Borås Tidnings ledarredaktion kommenterar aktuell politik och samhällsfrågor ur ett moderat borgerligt perspektiv. Ledarredaktionen består av två personer. Nu behöver vi en sommarvikarie som har till uppgift att skriva ledare. Arbetet innebär också att publicera våra ledartexter digitalt. Kvalifikationer Erfarenhet av redaktionellt arbete. Det är viktigt att du är väl insatt i samhällsdebatten. Du är initiativrik, kan jobba under tidspress och är van att ta stort ansvar. Arbetstid Arbetet innebär tjänstgöring på dagtid, kvällar och helger. Det är möjligt att arbeta på distans. Vi undanber oss vänligt alla erbjudanden om annonserings- och rekryteringshjälp i samband med denna annons.",['kommenterar aktuell politik och samhällsfrågor ur ett moderat borgerligt perspektiv'],distinct_skills,1
c8e21a3a1b5667260764c592ce51659c319d32c0,Sommarvikarier till Blekinge Läns Tidning,"Med lokal journalistik och opinionsbildning, med professionella mediestrateger och med effektiva distributionsbolag vill vi vara betydelsefulla för människorna, föreningarna och näringslivet i det lokala samhället. Vi är stolta över vårt uppdrag: att hålla demokratin levande och aktiv. Vill du ha ett varierande och spännande sommarjobb i vackra Blekinge? Tveka inte, sök nu! Blekinge Läns Tidning söker nu sommarvikarier till redaktionerna i Karlskrona, Karlshamn, Ronneby, Sölvesborg och Olofström. Kom och jobba med oss! Till Karlskrona och Karlshamn söker vi onlinereportrar till blt.se Beskrivning: BLT har förstärkt webbredaktionen för att ytterligare vässa vår digitala journalistik. Som en i teamet bidrar du till att ge våra läsare senaste nytt på blt.se, samt lansera vår journalistik i sociala medier. Du ska kunna jobba under stark tidspress och vara beredd att både hantera vårt liveflöde och rapportera live på plats vid större nyhetshändelser. Arbetsuppgifter: Uppdatera blt.se och våra sociala medier, med tonvikt på journalistik för publiken under 40 år. Vid behov ska du kunna filma och även live-sända. Kvalifikationer: Påbörjad/avslutad journalistutbildning och/eller redaktionell erfarenhet. Erfarenhet av webb-tv-produktion är ett plus. Villkor: B-körkort. Arbetstider: Arbetstiderna innebär tjänstgöring på dagtid och/eller kvällar & helg. Övrigt: Vi värdesätter de kvaliteter som en jämn könsfördelning och etnisk/kulturell mångfald tillför redaktionen. Vi tar gärna emot minst två arbetsprover och två referenser. I din ansökan bifogas CV Personligt brev 2 st referenser 2 st arbetsprover Vilken tjänst du söker Önskad arbetsort Till redaktionerna i Karlskrona, Karlshamn, Olofström, Sölvesborg och Ronneby söker vi premiumreportrar Beskrivning: BLT arbetar aktivt med mer fördjupande och förklarande journalistik, som sätter nyheter i sitt sammanhang, vi ger en bredare bild och hjälper läsarna att förstå sin omvärld. Arbetsuppgifter: Våra premiumreportrar har olika specialområden – region, kommun, nöje & kultur, nära reportage eller krim. Som premiumreporter bidrar du till den dagliga produktionen i samråd med nyhetscheferna. Du ska ha god allmänbildning och bra koll på hur samhället fungerar. Vi förväntar oss även att du har god känsla för vilka frågor som är viktiga för människor som lever i Blekinge, inte minst för dem under 40 år. Du ska ha god stilistisk förmåga och inte vara främmande för nya berättargrepp. Kvalifikationer: Påbörjad/avslutad journalistutbildning och/eller redaktionell erfarenhet. Erfarenhet av webb-tv-produktion är ett plus. Villkor: B-körkort. Arbetstider: Arbetstiderna innebär tjänstgöring på dagtid och/eller kvällar. Övrigt: Vi värdesätter de kvaliteter som en jämn könsfördelning och etnisk/kulturell mångfald tillför redaktionen. Vi tar gärna emot minst två arbetsprover och två referenser. I din ansökan bifogas CV Personligt brev 2 st referenser 2 st arbetsprover Vilken tjänst du söker Önskad arbetsort Till redaktionen i Karlskrona söker vi sportreportrar Beskrivning: BLT arbetar aktivt med att utveckla den lokala sportjournalistiken, med större fokus på människorna och livet utanför arenorna än bara på matchresultat. Framför allt vill vi göra sportjournalistik som engagerar den yngre publiken. Arbetsuppgifter: Som sommarvikarie på BLT:s och Sydöstrans gemensamma sportredaktion förväntas du ha bra koll på den lokala idrotten och idrottens olika villkor. Du ska vara intresserad av både sport och människor, vara noggrann och klara av att jobba under stark tidspress, ibland direkt från olika arenor. Kvalifikationer: Påbörjad/avslutad journalistutbildning och/eller redaktionell erfarenhet. Villkor: B-körkort. Arbetstider: Arbetstiderna kan innebära tjänstgöring på dagtid men är delvis förlagt även till kvällar och helger. Övrigt: Vi värdesätter de kvaliteter som en jämn könsfördelning och etnisk/kulturell mångfald tillför redaktionen. Vi tar gärna emot minst två arbetsprover och två referenser. I din ansökan bifogas CV Personligt brev 2 st referenser 2 st arbetsprover Vilken tjänst du söker Önskad arbetsort Vi undanber oss vänligt alla erbjudanden om annonserings- och rekryteringshjälp i samband med denna annons.","['utveckla den lokala sportjournalistiken, med större fokus på människorna och livet utanför arenorna', 'ha bra koll på den lokala idrotten och idrottens olika villkor', 'intresserad av både sport och människor']",distinct_skills,3
25104c668af996164413015cb217466c744e845f,Reporter till hjärtat av Höga Kusten,"Det går bra för oss på Tidningen Ångermanland. Nu satsar vi ännu mer i Kramfors och utökar vår redaktion med ytterligare en journalist. Välkommen att bli en del av vårt gäng och skapa nära och fördjupad lokaljournalistik för vår växande publik. Om ossTidningen Ångermanland bevakar Härnösand, Kramfors och Sollefteå och har redaktioner i alla tre kommuner. Vi har haft en stor ökning av antalet digitala prenumeranter de senaste åren och vår sajt ökar stadigt i både trafik och räckvidd. Vi är i dag 14 personer på redaktionerna. Om rollenSom reporter hos oss jobbar du brett mellan olika ämnen med fokus på digitalt berättande. Text och bild är ditt huvudfokus men du behöver även behärska rörlig bild. Erfarenhet av granskande journalistik och/eller bildjournalistik är meriterande. Vi lägger stor vikt vid att vara ute på fältet och att möta människorna vi skriver för och tror att du också trivs bäst där. Om dig - Du har en journalistisk utbildning, likvärdig utbildning eller erfarenhet av journalistiskt arbete. - Du har kunskap om Kramfors sedan tidigare, är kanske boende i kommunen eller funderar på att flytta hit. Ett brett kontaktnät sedan tidigare är meriterande. - Givetvis har du körkort. Om tjänstenTjänsten är en utökning av redaktionen med tillträde under första kvartalet. Slutdatum är 2025-12-31 med goda möjligheter till förlängning efter det I tjänsten ingår kvälls- och helgjobb, i nuläget var sjunde vecka. Tidningen Ångermanland är en del av Sveriges största lokaltidningskoncern Bonnier News Local med goda karriärmöjligheter inom bolaget. Vi är en arbetsplats med den trygghet som väl utformade kollektivavtal innebär. Du får friskvårdsbidrag, rabatter och fri prenumeration på våra nyheter, extra ersättning vid föräldralön, pensionslösning inom ITP1 men framför allt en inspirerande arbetsmiljö med fantastiska kollegor! Våra journalister rapporterar, granskar och berättar om vår tids frågor. Vi inspirerar och skapar affärer genom möten, produkter och tjänster. Alla vi som jobbar här, från journalisten i norr till techutvecklaren i söder, bidrar med olika perspektiv för att vi ska kunna utföra vårt uppdrag och föra det fria ordet framåt. Tillsammans. Med varumärken som Dagens Nyheter, Expressen och Dagens industri når vi miljoner läsare och användare varje dag. Genom Bonnier News Locals många titlar har vi även ett stort lokalt engagemang över hela landet - från Sydsvenskan i Skåne till Östersunds-Posten i Jämtland. Förutom detta ger vi också ut branschspecifika tidningar såsom Dagens Media, Resumé, Dagens medicin och Fastighetsnytt, och även en rad livsstilsmagasin som Damernas Värld, Sköna Hem, Teknikens Värld och Allt om Mat. Vi har också en betydande logistik och distributionsverksamhet som vi samlar inom ramen för Bonway. Under 2024 kommer vi att nå närmare en tredjedel av alla hushåll i Sverige. Genom att ständigt driva den digitala utvecklingen framåt når vi hela tiden längre – som medarbetare hos oss kan du påverka riktningen. Vi strävar efter att hitta talangfulla medarbetare som vidgar våra perspektiv och hjälper oss att bidra till ett mer inkluderande samhälle. Vi hoppas att även du vill bidra till detta!","['kunskap om Kramfors sedan tidigare, är kanske boende i kommunen eller funderar på att flytta hit']",distinct_skills,1
a380268a619e803274e28d4c32bc2bfce5cb2107,Sommarjobba på NSD!,"Vill du jobba och växa på en framåtlutad och livfull redaktion i sommar? Då är NSD platsen för dig! Här jobbar vi i ett högt tempo för att varje dag skapa en nyhetsledande, nyskapande bevakning av vårt område. Du erbjuds att arbeta i en kreativ miljö och vara med och granska samhällsviktiga frågor och fånga upp lokala snackisar. Vi sätter alltid läsaren, tittaren eller lyssnaren först och utgår alltid från vilka problem och utmaningar vi kan hjälpa till att lösa. Som vikarie hos oss blir du en del av laget från dag ett och får vara med att skapa journalistik om Norrbotten. Du kommer att få ett gäng engagerade, duktiga och hjälpsamma kollegor som kan lära dig mycket. Är du en person som gillar tempo, har idéer och vill vara med att driva och utveckla journalistiken så kommer du att trivas hos oss! Vi söker: Reportrar Vi söker reportrar till redaktionerna för nyheter och sport. Som reporter är du duktig på att förstå vad som är grejen med en nyhet. Du hittar vinkeln och skriver artikeln på ett intressant och begripligt sätt. Du har en god språkkänsla, är noggrann och har ett stort samhällsintresse. Du är intresserad och engagerad och bidrar till helheten. När du får chansen har du ofta egna idéer om vad vi borde bevaka samt hur. Vi söker dig som: - Har eller studerar en journalistutbildning eller motsvarande, eller har motsvarande arbetslivserfarenhet. - Har ett engagemang för journalistik och en vilja att förmedla nyheter som hjälper publiken i vardagen. - Gillar att vara först med en nyhet och att förmedla nyheter i högt tempo. - Trivs med en händelsestyrd vardag där arbetsuppgifter kan komma att prioriteras om utifrån nyhetsläget. - Är nyfiken, villig att lära dig nya saker och snabb till förändring. - Har god språkkänsla, kan förstå vinkeln och förmedla en rak nyhet i text. - Har grundläggande kunskap i foto och film (med mobil och/eller systemkamera). - Har kunskaper inom journalistik såsom intervjuteknik, research, informationsinhämtning, källkritik och paketering av nyheter. Vikariaten kan innebära arbetstid både dagtid, kvällar och helger. B-körkort är ett krav då det förekommer bilkörning i tjänsten. Vi är en värderingsstyrd koncern som eftersträvar jämställdhet och mångfald och värdesätter därför sökande med olika bakgrund och erfarenheter. Urval och intervjuer sker löpande och tjänsten kan tillsättas innan sista ansökningsdag. Kärnan i vår verksamhet är en fri och oberoende journalistik som skapar lokal samhällsnytta och värnar demokrati. Vi levererar lokala nyheter idag för ett bättre samhälle imorgon. Vårt bolag består har två delar; vår redaktionella verksamhet och vår kommersiella säljorganisation. Den gemensamma grunden är vår lokalkännedom. NTM Media ägs av NTM, en stiftelseägd koncern med hjärtat i den lokala journalistiken. Vi har inga kortsiktiga avkastningskrav, vilket gör att vi kan agera långsiktigt med främsta syfte att bedriva publicistisk verksamhet. Läs mer om vår koncern på ntm.se. Vi har höga ambitioner i vårt dagliga arbete och som arbetsgivare. Vi arbetar aktivt med vår arbetsmiljö, kompetens och ledarskap för att skapa en välmående verksamhet. Vi värdesätter mångfald och utvecklas genom att ta vara på våra medarbetares skilda erfarenheter och perspektiv, men vi samlas under en gemensam värdegrund: Vi är lyhörda, målinriktade och nyfikna och därför snabba till förändring. Vi har en positiv anda och vi är förlåtande, toleranta och inkluderande",['skapa journalistik om Norrbotten'],distinct_skills,1
690c769b64f8e3793f71f4d049a4fb17c983b9a4,Sommarvikarier till Radiosporten,"Otaliga är de idrottsögonblick som via Radiosportens referenter etsat sig fast i svenska folkets hjärtan. Vill du vara med och skapa och sprida nya historiska ögonblick? Nu söker vi sportkunniga journalister till årets roligaste sommarjobb, såväl referenter, reportrar och programledare som digitala och sociala redaktörer. Vill du jobba med fotbolls-EM och hela sommarens häftiga sportutbud i Sveriges bästa radioprogram? Radiosporten är den sportredaktion i Sverige som har flest sändningsrättigheter med den bredaste sportbevakningen. Sommarens största evenemang är damernas fotbolls-EM i Schweiz. Men det är också fotbollsallsvenskan, Wimbledon, British Open i golf, …ja, listan kan göras längre. Alla som jobbar i sommar kommer på ett eller annat sätt att bli inblandade i denna omfattande rapportering, parallellt med övrig idrott. Brinner du för sport och gillar snabba ryck? Har du ett stort intresse och kunnande inom sportområdet? Har du glimten i ögat? Rör du dig obehindrat i de flesta sociala medier? Har du lätt att ta till dig ny teknik och kan snabbt ställa om på kort varsel? Har du nyhetsnäsa och vet vad som fungerar för att engagera en publik? Då är du kanske en av sommarens pigga vikarier! Radiosporten är närvarande och angelägen, roar och granskar, är överraskande men samtidigt en lägereld där stora delar av svenska folket samlas vid de stora idrottsliga ögonblicken. Vi bevakar aktivt både herridrott och damidrott, stora som små sporter. Vi är helt fria från kommersiella krafter och det gör oss både oberoende och starka. Vi direktsänder från mästerskap och matcher, men gör också granskningar, poddar och dokumentärer. Ett öppet och inbjudande förhållningssätt till publiken är en del av vår värdegrund. Bakgrund och kvalifikationer För att lyckas i arbetet behöver du ha en god samarbetsförmåga, vara en lagspelare, ta ansvar och driva ditt arbete självgående. Du är idérik, flexibel och stabil, hittar konstruktiva lösningar på problem som dyker upp och agerar lugnt och kontrollerat i stressituationer. Du är beredd på att jobba obekväm arbetstid och är redo att vara med på längre eller kortare resor. Vi eftersträvar mångfald och en på lång sikt jämn könsbalans på redaktionen. - Journalistisk utbildning eller motsvarande erfarenhet är ett krav - Bred sportkunskap är ett krav - Erfarenhet av digitalt arbete och sociala medier är meriterande - Erfarenhet av etermedia är meriterande - God språklig förmåga är meriterande - Körkort är ett krav Ansökan och kontaktuppgifter Tjänsten är ett sommarvikariat. Placeringsort: I första hand Stockholm, vissa veckor i Malmö/Göteborg kan bli aktuella. Sista ansökningsdag 16 februari. Då vi vill ha en snabb process ska du inte vänta för länge med att skicka in din ansökan, eftersom vi hanterar ansökningarna löpande. **** Varmt välkommen med din ansökan! Företagsbeskrivning gömd på alla jobb på hela kontot. Kontakta Jobylon för att visa igen.","['sportkunniga journalister', 'Brinner du för sport', 'stort intresse och kunnande inom sportområdet', 'Bred sportkunskap']",distinct_skills,4
4483aed8949ed28f281c78f2007216c730dad40c,MMAnytt söker nya skribenter,"Just nu söker vi: Skribenter med goda språkkunskaper. Du bör ha en bra näsa för nyheter som har potential att blir virala samt full koll på sociala medier. Meriterande är också kunskaper inom bildredigering samt SEO (sökmotoroptimering). Det är viktigt att du har ett genuint intresse för kampsport, att du är lyhörd med en vilja att lära och utvecklas samt att du är självgående och tävlingsinriktad. Är du den som MMAnytt letar efter? Vi letar efter dig som vill bli en del av vår sportredaktion. Du kommer att få möjlighet att växa med den ledande sidan för MMA-nyheter i Sverige och du blir en del av ett skönt team som varje dag jobbar hårt för att föra sporten framåt. Du ska kunna jobba under stressiga arbetsförhållanden då MMAnytt siktar på att vara först med nyheter, oavsett tid på dygnet. Vi täcker MMA- och kampsportsgalor via livestreams och på plats. Du måste kunna resa samt jobba helger. Är du den vi letar efter? I sådana fall kommer vi att lära dig allt du behöver veta om det mediala landskapet inom MMA-världen, samt ta med dig och träffa fighters, täcka stora MMA-galor och mycket mer! Arbetsuppgifter Skriva nyheter Exklusiva intervjuer i formaten: Text Video Ljud Transkribera på svenska och engelska Medverka i podcasts och nyhetsuppdateringar i videoformat Skapa innehåll till våra plattformar på sociala medier Facebook Twitter YouTube Instagram Arbetstider Kvällstid Helger Krav Flytande svenska och engelska i både tal och skrift Utföra intervjuer i text-, ljud- och bildformat Erfarenhet, intresse och aktiv på sociala medier Ha ett genuint intresse för kampsport Arbeta självständigt och vara en problemlösare Strukturerad och punktlig Skriva snabbt och korrekt Önskvärda meriter Journalistik utbildning Flerspråkig Erfarenhet från liknande jobb Erfarenhet från foto- och videoredigering Låter detta som något för dig? För att söka tjänsten som skribent vill vi att du fyller i detta formulär https://forms.gle/pLwi3xmP4BFGNTq19 och/eller skickar ditt CV till **** med ämnesraden MMAnytt-skribent.","['har ett genuint intresse för kampsport', 'täcker MMA- och kampsportsgalor via livestreams och på plats', 'Ha ett genuint intresse för kampsport']",distinct_skills,3
beadabb198517d69307fbc50e504a5cf14640e58,Frilans journalist med fotolunskaper,Vi söker en skrivande journalist/reporter med fotkunskaper på frilans basis som blir ansvarig för det redaktionella i vår två lokala livsstilsmagasin Hallå tidningarna. Tjänsten är en halvtidstjänst och går med fördel att kombinera med annat arbete Reportagen skall i våra Hallå tidningar ha en lokal prägel om det som händer i tidningens utgivningsområden. Dock är det inte reportage av nyhetskaraktär. Det handlar om cirka 10-12 sidor som skall göras varje månad För att se våra tidningar www.media-konsult.com/hallatidningarna/,"['ansvarig för det redaktionella i vår två lokala', 'Reportagen skall i våra Hallå tidningar ha en lokal prägel om det som händer i tidningens utgivningsområden']",distinct_skills,2
