id,split,seed,domain,skill,source_row,is_prompt_development
0196b49e888e1747891c4c34e942922875f672ef,test,13,journal,hard_skills,1,False
58b19adf85ac4c69da3c8742999242ad4ebc602a,test,13,journal,hard_skills,2,False
b54108a3dd2579302d8492eaeb2057499a68ca60,test,13,journal,hard_skills,3,False
516554ec21763514f02a94514d00062219e1318f,test,13,journal,hard_skills,4,False
63ea240ddc499c93ea47507b6517e502bcce3985,train,13,journal,hard_skills,5,False
3d6d2520be6a31b1bf6159e7ca5c8ea22807efb4,test,13,journal,hard_skills,6,False
d105ea3e5612ba479481bb09ece2f57ccb0f8a44,test,13,journal,hard_skills,7,False
8375af03a2bb2abcf3646ca385cb25224aeff0dd,test,13,journal,hard_skills,8,False
130341d5117a2c365de91db8a36f2ced5b622968,validation,13,journal,hard_skills,9,False
6a3052933461450ece4c5d2878b3a2aee2070d40,test,13,journal,hard_skills,10,False
d43215606dff2713b1b0e038612deeb69c95b28c,train,13,journal,hard_skills,11,False
f6488647947a0f88d960bdfd41cf749cc5d422fc,test,13,journal,hard_skills,12,False
c8e21a3a1b5667260764c592ce51659c319d32c0,test,13,journal,hard_skills,13,False
86e6667c9bfcc8bac3f030c63533f5596bbe5725,test,13,journal,hard_skills,14,False
4b6d10d2b51c3e9dd2678eeabf3ea7bcf18b6e02,train,13,journal,hard_skills,15,True
25104c668af996164413015cb217466c744e845f,train,13,journal,hard_skills,16,False
a380268a619e803274e28d4c32bc2bfce5cb2107,test,13,journal,hard_skills,17,False
690c769b64f8e3793f71f4d049a4fb17c983b9a4,test,13,journal,hard_skills,18,False
a2a66586734939b9145cf0fb8fc56758005e9688,validation,13,journal,hard_skills,19,True
d56cef35584f26e2b8f9b8b1ef086fb4eacff390,test,13,journal,hard_skills,20,False
4483aed8949ed28f281c78f2007216c730dad40c,validation,13,journal,hard_skills,21,False
73fbcbf3f7ef67d0ab6158f1ec95e34cc7fc636d,validation,13,journal,hard_skills,22,False
c0b1b098eed30c2399eee38bf41f56014b8342f4,test,13,journal,hard_skills,23,False
24132de30e7f05db090a2b1a718a5b8391d27268,train,13,journal,hard_skills,24,False
beadabb198517d69307fbc50e504a5cf14640e58,test,13,journal,hard_skills,25,False
2caec8dcc1a43e3efd2956a422a3470151dbae62,test,13,journal,hard_skills,26,False
33d343939225deb58200502deea1045762e8763f,test,13,journal,hard_skills,27,False
9b224408ec173e80190325f7b04012c691b13b3f,test,13,journal,hard_skills,28,False
e5f27f8322fd9c73b2bca66b77437926af550b8c,train,13,journal,hard_skills,29,False
9b44f294538d6673fe7d8e2d2066b11fe7680939,train,13,journal,hard_skills,30,True
2e13c14ba4a4dd1f664baaa792f1c13f8af22afe,test,13,journal,hard_skills,31,False
0d9cc3c3964377f08d87dfa6b806074855f195fd,train,13,journal,hard_skills,32,False
5bd889917d04893fde165af5af947048d2d6a5b7,test,13,journal,hard_skills,33,False
b4ed28a44905378992a069e172e12003367e4860,test,13,journal,hard_skills,34,False
d3830c43353e67f815daa145d6c4f4e58f7fa213,test,13,journal,hard_skills,35,False
24329ca2a902c0b38025bcd04996e86329317db8,test,13,journal,hard_skills,36,False
36c73fdfb34c0e56143525c8f7f0113ba949d082,test,13,journal,hard_skills,37,False
174b0a32a5fb3442c3598c7733a5cbcf91ac0ecb,test,13,journal,hard_skills,38,False
fd737faadde4d7986734b651b8770ea5177255c7,test,13,journal,hard_skills,39,False
420d259263b41414b4f9512f53eb2050daad27de,train,13,journal,hard_skills,40,True
c6afbcb91b4de61f0d7cc50bf23801b3750bc5a7,test,13,journal,hard_skills,41,False
b0a8e3ec2d3c212924e73f84439e28223404fc35,train,13,journal,hard_skills,42,False
187fe5ea0b014175d997a08e579bda302a1becf3,test,13,journal,hard_skills,43,False
5364790e1758e817195b6d8f426e68b1946cea39,test,13,journal,hard_skills,44,False
fd749b65c11689057548eea59cfece86a623c3f8,test,13,journal,hard_skills,45,False
0c46846d3edc0a6d82d0d001483920ed887aab39,train,13,journal,hard_skills,46,True
4c035e2b9e34298b4fbca0fbf80d7eada85d47cf,train,13,journal,hard_skills,47,True
addd9a0e39e7ffe64888825bebadb617a4b9f7d8,train,13,journal,hard_skills,48,True
9e81f686d86a03e1fde3eade3a4187fe4b3ea2c0,test,13,journal,hard_skills,49,False
437f6bd320f5936f3e48c10510409c5f174b4c08,train,13,journal,hard_skills,50,False
c83b1df1e3eaae5e0d6d59e4456f7850164b8430,train,13,journal,hard_skills,51,False
7c7c229f39678e56016cf648816f4087b1a86b08,train,13,journal,hard_skills,52,False
c08ee581817789b49ee9d56b21aeab8e8f77325e,train,13,journal,hard_skills,53,True
97fb474982d20a471d6e71fdf310e200f8ffd3f3,train,13,journal,hard_skills,54,True
1b96d51d39429a381e6c612d1294899f0bbc72cb,train,13,journal,hard_skills,55,True
fd30f67579af38fbeffb56a2569732eb44282cba,train,13,journal,hard_skills,56,False
6fbec50e17a4fb6122f6b23ed85165efd44ada8d,test,13,journal,hard_skills,57,False
31aca5b8e3a2e53f8def3a0503b0b6a7f0e26c21,train,13,journal,hard_skills,58,True
87213ef3b83f859e954289244d23efe3a24ba10d,test,13,journal,hard_skills,59,False
dbd8c595e331ed26966082c0834dffa924739100,validation,13,journal,hard_skills,60,False
3367ecc578e716d3a58c4d81c4dd979089d6ff5f,test,13,journal,hard_skills,61,False
d4bf485584070f57502af19ee507dc1c508703b8,validation,13,journal,hard_skills,62,False
8ae9010cf8ec02108859f2d18ebee9525f88a300,train,13,journal,hard_skills,63,True
cfe3d9c0f3687221d3ac8563f2c8f0de33630fc7,train,13,journal,hard_skills,64,True
2b15a2d768467b59308b29b29e24c93b00d7e6c5,test,13,journal,hard_skills,65,False
ca18f0ea19877602000bb62654a49f067a3bad24,train,13,journal,hard_skills,66,True
138882f349039188ab446997159c7e6d92ca837f,test,13,journal,hard_skills,67,False
8012e2334070b814b3375b58d9d41defc0ac0bdf,test,13,journal,hard_skills,68,False
c0bd3e1145ec721a5ca7563aa51dd36844b3f5a5,test,13,journal,hard_skills,69,False
006c4c43cead022d7f0cc0568762e6671d5b70da,train,13,journal,hard_skills,70,True
5a196b390b6e2d238f8f7dca01818a4dc1526f6a,train,13,journal,hard_skills,71,True
594699c664add0f4782582fef6a1858ea7ee3549,test,13,journal,hard_skills,72,False
0c978674bda8544b4396d65a1a2837ed1fd8ce6d,train,13,journal,hard_skills,73,False
fe36749c50f5beb9e2d125a9f9f8d265e70bf0cd,test,13,journal,hard_skills,74,False
695aa06a8bf2599a74eb400fd607d42a897199b7,train,13,journal,hard_skills,75,False
cc1ca43af7013abd2ee5504cd37a40aab6bd2482,test,13,journal,hard_skills,76,False
d88adb5ed92e870a6897a719bc894d94c81addf9,train,13,journal,hard_skills,77,True
3d0ec4e8e5c308f1fc71e9c1b57e1d2ded090d60,train,13,journal,hard_skills,78,False
e4b20b858a70daea2df79536107d4211d84b4947,train,13,journal,hard_skills,79,True
89a858dea7022dc8f6db59291c3de977696a26ce,train,13,journal,hard_skills,80,True
82e190a793bc4e5d9d9f382138ee16fe0cf0cd72,train,13,journal,hard_skills,81,False
86e8609f7c3cbc8b25f68acdf42a8c545bf5e5d3,train,13,journal,hard_skills,82,False
f8f9f3be4224f81aeefa70ac0098e86aa6196b9d,test,13,journal,hard_skills,83,False
4edce693ad3579766134baa0bdc721974d80be5f,test,13,journal,hard_skills,84,False
fab863d66d634e10b19a82378a15b76227e971e1,validation,13,journal,hard_skills,85,False
63c78e7a189cd80cdf377ddf267fb19212503d3a,train,13,journal,hard_skills,86,True
51b340ae02e3e45cc1df2a1df1e0f8c014546be4,test,13,journal,hard_skills,87,False
f52131dd73021e5ef9b7864de5da1929dec13404,test,13,journal,hard_skills,88,False
9eec4acff60755f61de2aebb95c8feee0ff183d9,train,13,journal,hard_skills,89,True
d56999608756c1187f45070561233bddf9b076e0,train,13,journal,hard_skills,90,True
12382d7ba4f058755ec179ba1e9887756014cf1d,train,13,journal,hard_skills,91,False
a49445e2bd2393662d61ccb8a96c9e9f60a35133,train,13,journal,hard_skills,92,False
4b96998f8af6a9300853cd30c8f6aea3974e4c09,test,13,journal,hard_skills,93,False
3bababc2edfbf8277f375ef27633ccc7c33057ae,train,13,journal,hard_skills,94,False
44ad114e0701bf85fb17c429a4ef68b2ea1b349a,train,13,journal,hard_skills,95,False
ea83408e4758b00211848df90e4f9cccda9256a6,validation,13,journal,hard_skills,96,False
929eba270feaaf5683c9c1c7bcab95090fb0210e,test,13,journal,hard_skills,97,False
dd38ce569ee0c80b7d21e05f7924c547932056f8,test,13,journal,hard_skills,98,False
b208c69fc5dc315fb2cfe97fb46aea741d157710,test,13,journal,hard_skills,99,False
cb90071bf8b8bd67c7fd47d1fffa8f6303936e30,test,13,journal,hard_skills,100,False
4892fe7a1614752f8f5b5318829beab773b5d1fc,train,13,journal,hard_skills,101,False
ba92f65c24990c2d5550e903e40576c370fa213e,test,13,journal,hard_skills,102,False
af4ff9216b92ea676e3b73fd0892c3a02e14dff8,test,13,journal,hard_skills,103,False
fb226146ab56db6ab82a0bd049e13c7d50b8c662,test,13,journal,hard_skills,104,False
1810a71db05329fbcdf51d0e98a944b83e68ee8f,train,13,journal,hard_skills,105,False
2061a058f76b32acd331f3b381934232ed1cfceb,test,13,journal,hard_skills,106,False
46d7222486aca2f54beaab86a37da73129a30d62,train,13,journal,hard_skills,107,False
46591fcee39d0d4c0db5589c63361d15ecc436b3,validation,13,journal,hard_skills,108,False
295aa3f7449a0c8dd4610a8496d53eb99abc2186,test,13,journal,hard_skills,109,False
e6f0aa61c37bd8713fce1d723dd34bdf2cf86278,test,13,journal,hard_skills,110,False
c6853a70c466666e77a08c5e0b70ccd220653462,test,13,journal,hard_skills,111,False
f2938742a9d8d1deaf1560abab5c3545a8e36b2a,train,13,journal,hard_skills,112,False
ac8d57d35998ef4ba7c0296e1733bfc8b94bdd7f,train,13,journal,hard_skills,113,False
8e986d2b4d6b342614882e3fcd748ad846be42bb,train,13,journal,hard_skills,114,False
9add726623022f02ae246533b8bcff17c1f33732,test,13,journal,hard_skills,115,False
d64780deaac370d4e09127eb8809836b96bbe954,test,13,journal,hard_skills,116,False
fefea99b58156ffeec63a4764c004af64bd98ed9,train,13,journal,hard_skills,117,False
968c44e2370b2a2f43fad3eaef99a1de20a17fba,train,13,journal,hard_skills,118,False
67f5d6d022ca183329944de08046376c30d31e7a,train,13,journal,hard_skills,119,False
7ce78b37a77dafd70119cb2c92a29cf7bfe3b479,test,13,journal,hard_skills,120,False
044fe5e5e4655cc780f8aa1c62532b47c33128b9,validation,13,journal,hard_skills,121,False
f16612e77aae2eef97c9f20afffaf7c819cb82b7,train,13,journal,hard_skills,122,False
e2c211ce484f7db82b1cb1acb2943b83931d0bbc,test,13,journal,hard_skills,123,False
7ade458557651dc45b9210a14e8b3e1afda98fa9,test,13,journal,hard_skills,124,False
