id,split,seed,domain,skill,source_row,is_prompt_development
65bfab61ef312a2b6e3f01d859a95637a58b9ac7,train,13,it,nice_to_have,1,True
ce5383b36d76faa7e4814cfd096250147c69c419,test,13,it,nice_to_have,2,False
57be0bcfe4d9c361b632f067f00a54b966f775eb,train,13,it,nice_to_have,3,True
8c8615e90ed52df6f4a0a6251153a155932e128d,test,13,it,nice_to_have,4,False
ea6051b8cbbec9bea7fdd4e8db0a1c89e5f0e436,train,13,it,nice_to_have,5,True
f5b0b30656339d3244fc311fd1997eef42671e3d,train,13,it,nice_to_have,6,True
4f42b08e33892861172b8eb5b8307445e110c04d,train,13,it,nice_to_have,7,False
4c609614dc79bbda7a92d26e2a4a16b14d58fec8,train,13,it,nice_to_have,8,True
5438f47b2a91464a3363506c57f15450e10aecf0,test,13,it,nice_to_have,9,False
1b977112ac79c1ebfb239401983933ee97ecb4bf,train,13,it,nice_to_have,10,False
cd3d047c73d68810b8ac792702af99a4cc3a8e91,train,13,it,nice_to_have,11,False
50917640781e4d88310307039fbbfd6ef35317d0,test,13,it,nice_to_have,12,False
505acec3c961a506779021cfc145d7add53aabb5,validation,13,it,nice_to_have,13,False
65935e19eee5ef414a5c2bbc86774346925c3a38,train,13,it,nice_to_have,14,False
953cb2024dc0a0cd62587f4dfb91d8a4c0fc368f,test,13,it,nice_to_have,15,False
95432160c1c1b43f13a1dd6defaa73670cbf9496,test,13,it,nice_to_have,16,False
8a3cd3a9450ae6ef33254dd06f4444204221feab,test,13,it,nice_to_have,17,False
bf17ef1e0eb6a982cdc03fbfe8800c3c1f8f6626,validation,13,it,nice_to_have,18,False
fe385f4a15495a0c5b6e69d0e69bbf8754455bb7,test,13,it,nice_to_have,19,False
7c4a7e3c382de882efc2a6ce7e9992ffb00340a9,train,13,it,nice_to_have,20,False
c448cb7d93355a91fecc0cd78727b5c3d53ac8f9,test,13,it,nice_to_have,21,False
f065419eed2263d825b1c7f1ad81e3e4a5f4a6d7,test,13,it,nice_to_have,22,False
2d45bc6f2ea88235d0a8233485755e029e95c152,test,13,it,nice_to_have,23,False
6f20d94976ad935d30201db9aad0d2373dfeef2d,validation,13,it,nice_to_have,24,False
143dd447d17bdab2f36fb3a4bbc91ecdd5dcbe99,train,13,it,nice_to_have,25,False
14e40374f49f52a3084d4fcb7817b7d859822245,test,13,it,nice_to_have,26,False
2ef9d29834f4c5d05c683174d7817bbc6d6e15e4,validation,13,it,nice_to_have,27,False
3e53086100fac757cf1024742fa79a34b97a27ea,test,13,it,nice_to_have,28,False
62c870348b798cb7682ca1f1f15ca4d2a49e5017,train,13,it,nice_to_have,29,False
21934eece219f73ef9dd1bb9d1e40947519d0132,train,13,it,nice_to_have,30,False
e67317ae9543952edf006bb75fa7289a2a97dd42,test,13,it,nice_to_have,31,False
89da494a8b9adaae965ffd3c5ccf0e88a21d05f3,test,13,it,nice_to_have,32,False
8245de776aec9ab1e4ca2259a7caef9f49720139,validation,13,it,nice_to_have,33,False
750fceec480cf04eab0e7cf347fa0f08279dd983,train,13,it,nice_to_have,34,True
3fc97a60224060874af390a4f38f6d8cd7e7fdcf,test,13,it,nice_to_have,35,False
4ec4a23bc0f19e8a90e119d6eefc9c5f2bf9b58c,test,13,it,nice_to_have,36,False
26d441214e6bea6bb0f0ea920756af7df3ad5cc0,test,13,it,nice_to_have,37,False
fc2d62596eed08a2c1d289b5fbfe1ba0abe55e42,train,13,it,nice_to_have,38,False
1dfa922d141361e3b54349ef6a26ab225765017b,test,13,it,nice_to_have,39,False
3d7fa3f609fac471741578715ff75be547478781,validation,13,it,nice_to_have,40,True
4d664c3d98a17f4fbd2a4eeef937018df2ea93e1,test,13,it,nice_to_have,41,False
bbd75fc7ef4f2cf2b0c10730200251e9ce246857,train,13,it,nice_to_have,42,True
7a4a94128750c035840f14bb5b5f618bfa234062,train,13,it,nice_to_have,43,True
9ec2819b4aea22446ec59deb66ef7a31b8285511,validation,13,it,nice_to_have,44,True
d98b5b261e398686722a9e0bfc5b104d19d67b72,train,13,it,nice_to_have,45,True
cf2a8d074ae385dc3737143b81acb0aa494937cd,validation,13,it,nice_to_have,46,True
4b9585a9fde62098cea49b923d4928b51a18a257,train,13,it,nice_to_have,47,True
