label_type,metric,label,avg,total_items,overlap_total
nice_to_have,exact_ratio,review1,0.16666666666666666,27,4
nice_to_have,exact_ratio,review2,0.16666666666666666,19,4
nice_to_have,bm25_ratio,review1,0.5,27,12
nice_to_have,bm25_ratio,review2,0.4642857142857143,19,12
nice_to_have,embed_ratio,review1,0.6428571428571429,27,16
nice_to_have,embed_ratio,review2,0.6428571428571429,19,16
nice_to_have,hybrid_ratio,review1,0.6666666666666666,27,17
nice_to_have,hybrid_ratio,review2,0.6607142857142857,19,17
nice_to_have,merge_exact_ratio,review1,0.16666666666666666,27,4
nice_to_have,merge_exact_ratio,review2,0.16666666666666666,19,4
nice_to_have,merge_bm25_ratio,review1,0.5,27,12
nice_to_have,merge_bm25_ratio,review2,0.4642857142857143,19,12
nice_to_have,merge_embed_ratio,review1,0.6428571428571429,26,15
nice_to_have,merge_embed_ratio,review2,0.6428571428571429,18,15
nice_to_have,merge_hybrid_ratio,review1,0.6666666666666666,26,16
nice_to_have,merge_hybrid_ratio,review2,0.6607142857142857,18,16
